"","titles","prices","years","transmissions","make.1","make.2"
"388","Toyota Noah",NA,"2012 ","Automatic",Toyota,Noah
"389","Toyota Mark X",NA,"2014 ","Automatic",Toyota,Mark X
"390","Toyota kingfish","730000","2002 ","Automatic",Toyota,kingfish
"391","Mitsubishi Montero Sport","730000","2000 ","Automatic",Mitsubishi,Montero Sport
"392","Toyota Axio Luxel Limited Edition","1400000","2011 ","Automatic",Toyota,Axio Luxel Limited Edition
"393","Mitsubishi Galant","995000","2008 ","Tiptronic",Mitsubishi,Galant
"394","Chrysler 200","2900000","2013 ","Automatic",Chrysler,200
"395","Toyota AXIO","1280000","2009 ","Automatic",Toyota,AXIO
"396","Toyota Hiace Commuter",NA,"2016 ","Automatic",Toyota,Hiace Commuter
"397","Toyota aqua","1400000","2012 ","Automatic",Toyota,aqua
"398","Nissan LATIO",NA,"2012 ","Automatic",Nissan,LATIO
"399","Subaru  Impreza G4",NA,"2013 ","Automatic",Subaru, Impreza G4
"400","Toyota Corolla Wagon","3e+05","1998 ","Manual",Toyota,Corolla Wagon
"401","Nissan Sunny B13","230000","1990 ","Automatic",Nissan,Sunny B13
"402","Toyota Voxy","2200000","2012 ","Tiptronic",Toyota,Voxy
"403","Nissan Note Rider","1550000","2013 ","Automatic",Nissan,Note Rider
"404","Toyota Noah X","1800000","2009 ","Automatic",Toyota,Noah X
"405","Honda Stepwagon Spada","2250000","2010 ","Automatic",Honda,Stepwagon Spada
"406","Toyota Probox","1170000","2013 ","Automatic",Toyota,Probox
"407","BMW 318i","1450000","2008 ","Manual",BMW,318i
"408","Zamco i bikes ","150000","2017 ","Manual",Zamco,i bikes 
"409","Honda Insight","1499000","2013 ","Automatic",Honda,Insight
"410","Nissan LATIO","1399000","2012 ","Automatic",Nissan,LATIO
"411","Toyota Probox","1150000","2012 ","Automatic",Toyota,Probox
"412","Toyota Succeed",NA,"2011 ","Automatic",Toyota,Succeed
"413","Isuzu ELF","2200000","2006 ","Manual",Isuzu,ELF
"414","Subaru  Impreza (G4)",NA,"2013 ","Automatic",Subaru, Impreza (G4)
"415","Toyota Noah",NA,"2015 ","Automatic",Toyota,Noah
"416","Honda H-rv","3600000","2014 ","Automatic",Honda,H-rv
"417","Nissan Tiida","1065000","2012 ","Automatic",Nissan,Tiida
"418","BMW 320D","3700000","2014 ","Tiptronic",BMW,320D
"419","Volvo S60","2599000","2013 ","Automatic",Volvo,S60
"420","Toyota Corolla Flatty",NA,"1991 ","Automatic",Toyota,Corolla Flatty
"421","Honda Fit RS",NA,"2012 ","Automatic",Honda,Fit RS
"422","Honda ACCORD CL7","1500000","2004 ","Automatic",Honda,ACCORD CL7
"423","Toyota MIRA","750000","2012 ","Automatic",Toyota,MIRA
"424","Mercedes-Benz CLA250",NA,"2016 ","Automatic",Mercedes-Benz,CLA250
"425","Honda Fit",NA,"2015 ","Automatic",Honda,Fit
"426","Nissan Sunny ","640000","2005 ","Automatic",Nissan,Sunny 
"427","Honda CIVIC","2400000","2015 ","Automatic",Honda,CIVIC
"428","Toyota Probox DX","1200000","2012 ","Automatic",Toyota,Probox DX
"429","Suzuki suzuki swift","1590000","2015 ","Automatic",Suzuki,suzuki swift
"430","Honda Fit RS","1100000","2009 ","Automatic",Honda,Fit RS
"431","Suzuki Gxs s1","650000","2004 ","Automatic",Suzuki,Gxs s1
"432","Toyota Prado","1600000","2006 ","Automatic",Toyota,Prado
"433","Toyota Corolla E111","599000","2000 ","Automatic",Toyota,Corolla E111
"434","Nissan AD Wagon","950000","2012 ","Automatic",Nissan,AD Wagon
"435","Toyota Mark X",NA,"2012 ","Automatic",Toyota,Mark X
"436","BMW 328i","2900000","2012 ","Automatic",BMW,328i
"437","Nissan Tiida","780000","2007 ","Automatic",Nissan,Tiida
"438","Nissan Serena","2500000","2015 ","Automatic",Nissan,Serena
"439","Nissan AD VAN","980000","2013 ","Automatic",Nissan,AD VAN
"440","Honda Stream","730000","2000 ","Automatic",Honda,Stream
"441","Toyota Axio Luxel Limited Edition","1450000","2011 ","Automatic",Toyota,Axio Luxel Limited Edition
"442","Lexus IS250","2200000","2010 ","Automatic",Lexus,IS250
"443","Honda Inspire","2650000","2012 ","Automatic",Honda,Inspire
"444","Toyota wish","2550000","2015 ","Automatic",Toyota,wish
"445","BMW 320i Sport","3700000","2013 ","Tiptronic",BMW,320i Sport
"446","Toyota Voxy ZS",NA,"2011 ","Automatic",Toyota,Voxy ZS
"447","Nissan Wingroad","1250000","2012 ","Automatic",Nissan,Wingroad
"448","Mitsubishi Lancer","330000","1999 ","Automatic",Mitsubishi,Lancer
"449","Toyota FIELDER X","1750000","2012 ","Automatic",Toyota,FIELDER X
"450","Honda CR-V","5e+06","2017 ","Automatic",Honda,CR-V
"451","Subaru  G4","1550000","2012 ","Automatic",Subaru, G4
"452","Toyota Vitz",NA,"2013 ","Automatic",Toyota,Vitz
"453","Toyota  Premio","2200000","2013 ","Automatic",Toyota, Premio
"454","Nissan Cube","1440000","2015 ","Automatic",Nissan,Cube
"455","Honda Accord","750000","2000 ","Automatic",Honda,Accord
"456","Suzuki Swift",NA,"2015 ","Automatic",Suzuki,Swift
"457","Toyota AXIO","1700000","2013 ","Automatic",Toyota,AXIO
"458","Toyota Corolla Altis","9e+05","2005 ","Automatic",Toyota,Corolla Altis
"459","Honda CR-V","660000","1996 ","Automatic",Honda,CR-V
"460","Toyota Vitz","1490000","2013 ","Automatic",Toyota,Vitz
"461","Suzuki IGNIS","550000","2004 ","Automatic",Suzuki,IGNIS
"462","Isuzu ELF","2390000","2006 ","Manual",Isuzu,ELF
"463","Toyota Mark X","2250000","2011 ","Automatic",Toyota,Mark X
"464","Nissan Lafesta",NA,"2012 ","Automatic",Nissan,Lafesta
"465","Nissan Teana","2e+06","2012 ","Automatic",Nissan,Teana
"466","Chevrolet Avalanche","2650000","2009 ","Automatic",Chevrolet,Avalanche
"467","Toyota Probox (Extra Package)","1450000","2014 ","Automatic",Toyota,Probox (Extra Package)
"468","Honda CIVIC","750000","2005 ","Automatic",Honda,CIVIC
"469","Daihatsu mira","720000","2012 ","Automatic",Daihatsu,mira
"470","Honda Partner","380000","2000 ","Automatic",Honda,Partner
"471","Honda CIVIC","2300000","2012 ","Automatic",Honda,CIVIC
"472","Lexus IS200t","5e+06","2016 ","Automatic",Lexus,IS200t
"473","Isuzu ELF","1600000","2004 ","Manual",Isuzu,ELF
"474","Nissan march","1180000","2013 ","Automatic",Nissan,march
"475","Toyota WISH ","1200000","2006 ","Tiptronic",Toyota,WISH 
"476","Nissan Note",NA,"2014 ","Automatic",Nissan,Note
"477","Isuzu ELF FREEZER TRUCK","1280000","1996 ","Manual",Isuzu,ELF FREEZER TRUCK
"478","Toyota Premio","2300000","2013 ","Automatic",Toyota,Premio
"479","Toyota Ractis","1495000","2013 ","Automatic",Toyota,Ractis
"480","Mazda RX-8","1599000","2008 ","Automatic",Mazda,RX-8
"481","Toyota Wish X-HID","2050000","2012 ","Tiptronic",Toyota,Wish X-HID
"482","Leyland Daf","3200000","2005 ","Automatic",Leyland,Daf
"483","Toyota Isis","1200000","2008 ","Automatic",Toyota,Isis
"484","Honda Fit",NA,"2014 ","Automatic",Honda,Fit
"485","Honda Accord","650000","2002 ","Automatic",Honda,Accord
"486","Toyota Tacoma","4700000","2015 ","Automatic",Toyota,Tacoma
"487","Chevrolet Cruze","2500000","2016 ","Automatic",Chevrolet,Cruze
"488","Honda Fit","1350000","2012 ","Automatic",Honda,Fit
"489","Honda CR-V","2100000","2010 ","Automatic",Honda,CR-V
"490","Honda Stream","1190000","2007 ","Automatic",Honda,Stream
"491","Nissan Sylphy",NA," ","Automatic",Nissan,Sylphy
"492","Honda Accord Type S","3300000","2013 ","Automatic",Honda,Accord Type S
"493","Suzuki Swift",NA,"2015 ","Automatic",Suzuki,Swift
"494","Nissan Caravan","950000","2005 ","Automatic",Nissan,Caravan
"495","Honda Fit","1530000","2013 ","Automatic",Honda,Fit
"496","Mazda Premacy","1200000","2009 ","Automatic",Mazda,Premacy
"497","Mercedes-Benz C350e",NA,"2015 ","Tiptronic",Mercedes-Benz,C350e
"498","BMW X5","5900000","2013 ","Tiptronic",BMW,X5
"499","Nissan AD Wagon","950000","2012 ","Automatic",Nissan,AD Wagon
"500","Nissan PICK UP","5e+05","1994 ","Manual",Nissan,PICK UP
"501","Toyota Corolla Wagon","390000","1998 ","Automatic",Toyota,Corolla Wagon
"502","Toyota Isis",NA,"2012 ","Automatic",Toyota,Isis
"503","Honda Fit","8e+05","2007 ","Automatic",Honda,Fit
"504","Toyota Fielder S",NA,"2010 ","Automatic",Toyota,Fielder S
"505","Nissan march","1090000","2012 ","Automatic",Nissan,march
"506","Toyota Probox","1200000","2013 ","Automatic",Toyota,Probox
"507","Toyota Camry","1890000","2012 ","Automatic",Toyota,Camry
"508","Toyota Harrier",NA,"2018 ","Automatic",Toyota,Harrier
"509","Nissan AD Wagon",NA," ","Automatic",Nissan,AD Wagon
"510","Toyota Voxy","2700000","2012 ","Automatic",Toyota,Voxy
"511","Nissan Frontier",NA,"2012 ","Automatic",Nissan,Frontier
"512","Toyota Belta",NA,"2012 ","Automatic",Toyota,Belta
"513","Toyota AXIO","1750000","2013 ","Automatic",Toyota,AXIO
"514","Nissan AD Wagon",NA,"2012 ","Automatic",Nissan,AD Wagon
"515","Toyota Fielder","1250000","2008 ","Automatic",Toyota,Fielder
"516","Honda Accord","650000","2000 ","Automatic",Honda,Accord
"517","Honda Accord","2980000","2011 ","Tiptronic",Honda,Accord
"518","Toyota Vitz","1350000","2013 ","Automatic",Toyota,Vitz
"519","Nissan Tiida","825000","2010 ","Automatic",Nissan,Tiida
"520","Nissan Note","1139000","2012 ","Automatic",Nissan,Note
"521","Honda Insight","1550000","2013 ","Automatic",Honda,Insight
"522","Toyota Altis","970000","2005 ","Automatic",Toyota,Altis
"523","Toyota Allion",NA,"2014 ","Automatic",Toyota,Allion
"524","Mercedes-Benz C250","4e+06","2012 ","Automatic",Mercedes-Benz,C250
"525","Daihatsu mira",NA," ","Automatic",Daihatsu,mira
"526","Toyota Voxy",NA,"2012 ","Automatic",Toyota,Voxy
"527","Toyota Mark X","2390000","2012 ","Automatic",Toyota,Mark X
"528","Nissan NV200 Vanette","1350000","2011 ","Automatic",Nissan,NV200 Vanette
"529","Mazda Mazda 6","3900000","2016 ","Tiptronic",Mazda,Mazda 6
"530","Subaru  impreza",NA,"2014 ","Automatic",Subaru, impreza
"531","Toyota Prado Land Cruiser","6300000","2015 ","Tiptronic",Toyota,Prado Land Cruiser
"532","Toyota Voxy","2500000","2012 ","Automatic",Toyota,Voxy
"533","Toyota RUNX","9e+05","2006 ","Automatic",Toyota,RUNX
"534","Toyota corolla FX","250000","1991 ","Manual",Toyota,corolla FX
"535","Toyota Isis Platana","1350000","2008 ","Automatic",Toyota,Isis Platana
"536","Toyota Succeed",NA,"2012 ","Automatic",Toyota,Succeed
"537","Honda Accord","1290000","2007 ","Automatic",Honda,Accord
"538","Honda Accord","2e+06","2009 ","Automatic",Honda,Accord
"539","Toyota Hiace","3200000","2012 ","Automatic",Toyota,Hiace
"540","Lexus IS250",NA," ","Automatic",Lexus,IS250
"541","Toyota Corolla Fielder X like new one owner need nothing ","860000","2005 ","Automatic",Toyota,Corolla Fielder X like new one owner need nothing 
"542","Honda Fit",NA,"2015 ","Automatic",Honda,Fit
"543","Honda Accord (CL 7)","1150000","2004 ","Manual",Honda,Accord (CL 7)
"544","Isuzu ELF","2490000","2006 ","Manual",Isuzu,ELF
"545","Toyota Voxy ZS Kirameki II","2680000","2012 ","Automatic",Toyota,Voxy ZS Kirameki II
"546","Toyota Belta",NA,"2012 ","Automatic",Toyota,Belta
"547","Chevrolet Truck",NA,"2007 ","Automatic",Chevrolet,Truck
"548","Nissan Tiida","1190000","2012 ","Automatic",Nissan,Tiida
"549","Mazda Axela",NA,"2012 ","Automatic",Mazda,Axela
"550","Honda Fit","1980000","2015 ","Automatic",Honda,Fit
"551","BMW 328i","4700000","2015 ","Automatic",BMW,328i
"552","SAIC-GM-Wuling Ssangyong Korando","2.4e+07","2012 ","Tiptronic",SAIC-GM-Wuling,Ssangyong Korando
"553","Toyota Allion","2450000","2013 ","Automatic",Toyota,Allion
"554","Suzuki Swift",NA,"2010 ","Automatic",Suzuki,Swift
"555","BMW 428i",NA,"2016 ","Tiptronic",BMW,428i
"556","Toyota Alphard","3650000","2012 ","Tiptronic",Toyota,Alphard
"557","Mitsubishi Galant","790000","2007 ","Automatic",Mitsubishi,Galant
"558","Honda Fit","2500000","2014 ","Automatic",Honda,Fit
"559","Mercedes-Benz C280","620000","1997 ","Automatic",Mercedes-Benz,C280
"560","Lexus Wisdom","490000","1996 ","Automatic",Lexus,Wisdom
"561","Honda Stream","2690000","2012 ","Tiptronic",Honda,Stream
"562","Honda Stream",NA," ","Automatic",Honda,Stream
"563","Suzuki Swift",NA," ","Manual",Suzuki,Swift
"564","Nissan Sunny B15","495000","2002 ","Automatic",Nissan,Sunny B15
"565","Honda City","1390000","2009 ","Automatic",Honda,City
"566","BMW 435i Coupe","7300000","2016 ","Tiptronic",BMW,435i Coupe
"567","BMW 435i Coupe",NA,"2015 ","Tiptronic",BMW,435i Coupe
"568","Toyota Corolla Altis","9e+05","2004 ","Automatic",Toyota,Corolla Altis
"569","Honda Accord","1730000","2012 ","Automatic",Honda,Accord
"570","Mazda Demio","890000","2011 ","Automatic",Mazda,Demio
"571","Honda Freed",NA,"2010 ","Automatic",Honda,Freed
"572","Toyota Belta","1450000","2011 ","Automatic",Toyota,Belta
"573","Isuzu ELF","2390000","2005 ","Manual",Isuzu,ELF
"574","Suzuki Swift",NA,"2015 ","Automatic",Suzuki,Swift
"575","Toyota Vitz","950000","2009 ","Automatic",Toyota,Vitz
"576","Honda CR-V",NA,"2007 ","Automatic",Honda,CR-V
"577","Toyota Mark X","1500000","2008 ","Tiptronic",Toyota,Mark X
"578","BMW 320D","3e+06","2013 ","Tiptronic",BMW,320D
"579","Toyota Caldina",NA,"2007 ","Automatic",Toyota,Caldina
"580","Honda CIVIC","2350000","2015 ","Automatic",Honda,CIVIC
"581","Toyota wish","1970000","2011 ","Automatic",Toyota,wish
"582","Toyota Fielder","1300000","2010 ","Automatic",Toyota,Fielder
"583","Toyota Corolla E111",NA,"1999 ","Automatic",Toyota,Corolla E111
"584","Toyota AXIO",NA,"2011 ","Automatic",Toyota,AXIO
"585","Nissan Bluebird Sylphy","850000","2007 ","Automatic",Nissan,Bluebird Sylphy
"586","Toyota Mark X G","1200000","2007 ","Automatic",Toyota,Mark X G
"587","Infiniti G35","1399000","2006 ","Automatic",Infiniti,G35
"588","Toyota Corolla 111",NA,"1997 ","Manual",Toyota,Corolla 111
"589","Toyota Crown","2450000","2012 ","Tiptronic",Toyota,Crown
"590","Honda Accord",NA,"2014 ","Automatic",Honda,Accord
"591","Toyota Estima",NA,"2017 ","Automatic",Toyota,Estima
"592","Isuzu ELF","2290000","2004 ","Manual",Isuzu,ELF
"593","Hyundai Genesis","2e+06"," ","Automatic",Hyundai,Genesis
"594","Subaru  Legacy","1800000","2011 ","Automatic",Subaru, Legacy
"595","Suzuki escudo",NA,"2013 ","Automatic",Suzuki,escudo
"596","Honda Fit RS","1550000","2011 ","Automatic",Honda,Fit RS
"597","Honda CIVIC",NA,"2002 ","Automatic",Honda,CIVIC
"598","Toyota wish",NA," ","Automatic",Toyota,wish
"599","Toyota Mark X",NA,"2013 ","Automatic",Toyota,Mark X
"600","Toyota Fortuner","2200000","2007 ","Automatic",Toyota,Fortuner
"601","Toyota duet","499000","2004 ","Automatic",Toyota,duet
"602","Nissan Sunny ","490000","2001 ","Automatic",Nissan,Sunny 
"603","Honda Accord",NA,"2018 ","Automatic",Honda,Accord
"604","Nissan LATIO",NA,"2013 ","Automatic",Nissan,LATIO
"605","Toyota Camry","4200000","2016 ","Automatic",Toyota,Camry
"606","Suzuki Alto",NA,"2013 ","Automatic",Suzuki,Alto
"607","Toyota Allion",NA,"2013 ","Automatic",Toyota,Allion
"608","Kia Motors Magentis/Optima","5e+05","2004 ","Tiptronic",Kia,Motors Magentis/Optima
"609","Mazda Premacy","1600000","2011 ","Automatic",Mazda,Premacy
"610","Toyota Prado","1750000","2006 ","Automatic",Toyota,Prado
"611","BMW 328i","3650000","2014 ","Automatic",BMW,328i
"612","Toyota Vitz","1250000","2012 ","Automatic",Toyota,Vitz
"613","Honda Accord","690000","2003 ","Automatic",Honda,Accord
"614","Toyota Noah",NA,"2012 ","Automatic",Toyota,Noah
"615","Toyota Hiace","650000","2000 ","Manual",Toyota,Hiace
"616","Honda CIVIC","3200000","2016 ","Automatic",Honda,CIVIC
"617","Audi A1","2400000","2011 ","Automatic",Audi,A1
"618","Nissan Wingroad","1650000","2013 ","Automatic",Nissan,Wingroad
"619","Nissan Sylphy","1550000","2012 ","Automatic",Nissan,Sylphy
"620","Toyota Fielder","1620000","2012 ","Automatic",Toyota,Fielder
"621","BMW 520d","4500000","2014 ","Tiptronic",BMW,520d
"622","Toyota Vitz",NA,"2011 ","Automatic",Toyota,Vitz
"623","Toyota Corolla E110","560000","1996 ","Automatic",Toyota,Corolla E110
"624","Subaru  Impreza G4","2200000","2015 ","Automatic",Subaru, Impreza G4
"625","Honda CR-V",NA,"2017 ","Automatic",Honda,CR-V
"626","BMW 328i",NA," ","Automatic",BMW,328i
"627","Mazda Demio","1850000","2015 ","Manual",Mazda,Demio
"628","Toyota Probox","550000","2003 ","Automatic",Toyota,Probox
"629","Honda CIVIC",NA,"2012 ","Automatic",Honda,CIVIC
"630","Toyota  Premio","2580000"," ","Automatic",Toyota, Premio
"631","Nissan Wingroad","1650000","2013 ","Automatic",Nissan,Wingroad
"632","Nissan Note","1150000","2012 ","Automatic",Nissan,Note
"633","Mazda Demio","1150000","2013 ","Automatic",Mazda,Demio
"634","Subaru  impreza",NA,"2013 ","Automatic",Subaru, impreza
"635","Toyota Mark X",NA,"2012 ","Automatic",Toyota,Mark X
"636","Toyota Tacoma",NA,"2005 ","Automatic",Toyota,Tacoma
"637","Mitsubishi Lancer","360000","1998 ","Automatic",Mitsubishi,Lancer
"638","Toyota Axio (2wd)","1530","2010 ","Automatic",Toyota,Axio (2wd)
"639","Nissan Skyline 300 GT","735000","2004 ","Tiptronic",Nissan,Skyline 300 GT
"640","Nissan Juke",NA,"2012 ","Automatic",Nissan,Juke
"641","Toyota wish","1050000","2004 ","Automatic",Toyota,wish
"642","International Truck","2800000","2004 ","Manual",International,Truck
"643","Daihatsu Boon","510000","2006 ","Automatic",Daihatsu,Boon
"644","Toyota Ractis","1480000","2012 ","Automatic",Toyota,Ractis
"645","Nissan Note","1500000","2014 ","Automatic",Nissan,Note
"646","Mitsubishi Lancer",NA,"2001 ","Automatic",Mitsubishi,Lancer
"647","Mazda Demio","1150000","2013 ","Automatic",Mazda,Demio
"648","Nissan LATIO","1790000","2014 ","Automatic",Nissan,LATIO
"649","Nissan Teana",NA," ","Automatic",Nissan,Teana
"650","Honda Stream",NA,"2003 ","Automatic",Honda,Stream
"651","Toyota Vitz",NA,"2012 ","Automatic",Toyota,Vitz
"652","Honda Accord","2500000","2013 ","Automatic",Honda,Accord
"653","Honda CR-V","1230000","2005 ","Automatic",Honda,CR-V
"654","Nissan LATIO",NA,"2013 ","Automatic",Nissan,LATIO
"655","Honda CR-V",NA,"2001 ","Automatic",Honda,CR-V
"656","Toyota wish","1850000","2011 ","Automatic",Toyota,wish
"657","Toyota Passo",NA,"2008 ","Automatic",Toyota,Passo
"658","Isuzu dump truck ","2250000","2007 ","Manual",Isuzu,dump truck 
"659","Toyota Corolla Altis","7e+05","2004 ","Tiptronic",Toyota,Corolla Altis
"660","Honda CR-V",NA,"2016 ","Automatic",Honda,CR-V
"661","Toyota Belta","990000","2010 ","Automatic",Toyota,Belta
"662","Honda Vezel","3500000","2014 ","Automatic",Honda,Vezel
"663","Toyota Mark X","2850000","2013 ","Automatic",Toyota,Mark X
"664","Toyota wish","1190000","2006 ","Automatic",Toyota,wish
"665","Toyota Hiace (Regius Ace) Van","2500000","2012 ","Automatic",Toyota,Hiace (Regius Ace) Van
"666","Honda Integra","350000","1998 ","Automatic",Honda,Integra
"667","Toyota Tercel","260000","1994 ","Automatic",Toyota,Tercel
"668","Toyota Corolla Axio","2100000","2014 ","Automatic",Toyota,Corolla Axio
"669","Nissan Sunny B14 FE","395000","1997 ","Automatic",Nissan,Sunny B14 FE
"670","Toyota AXIO","2350000","2014 ","Automatic",Toyota,AXIO
"671","Toyota Fielder","1180000","2010 ","Automatic",Toyota,Fielder
"672","Nissan Otti","750000","2012 ","Automatic",Nissan,Otti
"673","Toyota Ractis",NA,"2013 ","Automatic",Toyota,Ractis
"674","Toyota AXIO",NA,"2015 ","Automatic",Toyota,AXIO
"675","Toyota Isis Platana","1500000","2010 ","Automatic",Toyota,Isis Platana
"676","Honda Accord",NA,"2013 ","Tiptronic",Honda,Accord
"677","Suzuki Grand Vitara",NA,"2006 ","Automatic",Suzuki,Grand Vitara
"678","Nissan Tiida","1230000","2012 ","Automatic",Nissan,Tiida
"679","Toyota Rav 4",NA,"1998 ","Automatic",Toyota,Rav 4
"680","Mercedes-Benz CLA250","5850000","2015 ","Tiptronic",Mercedes-Benz,CLA250
"681","Mitsubishi Canter","2200000","2006 ","Manual",Mitsubishi,Canter
"682","Toyota AXIO","2190000","2014 ","Automatic",Toyota,AXIO
"683","Honda CIVIC","2800000","2010 ","Automatic",Honda,CIVIC
"684","Nissan Tiida","980000","2010 ","Automatic",Nissan,Tiida
"685","Toyota Probox",NA,"2013 ","Automatic",Toyota,Probox
"686","Toyota Voxy","2650000","2013 ","Automatic",Toyota,Voxy
"687","Toyota Altis",NA,"2004 ","Automatic",Toyota,Altis
"688","Toyota Rav 4","2150000","2012 ","Automatic",Toyota,Rav 4
"689","Toyota Mark x",NA,"2014 ","Automatic",Toyota,Mark x
"690","Nissan Tiida",NA,"2009 ","Automatic",Nissan,Tiida
"691","Toyota Wish S","1350000","2008 ","Automatic",Toyota,Wish S
"692","Honda CIVIC",NA,"2014 ","Automatic",Honda,CIVIC
"693","Mitsubishi Grandis","750000","2005 ","Automatic",Mitsubishi,Grandis
"694","Nissan pulser","310000","1998 ","Automatic",Nissan,pulser
"695","Audi Q5","3600000","2013 ","Automatic",Audi,Q5
"696","Honda Fit Shuttle",NA,"2013 ","Automatic",Honda,Fit Shuttle
"697","Toyota wish","2100000","2012 ","Automatic",Toyota,wish
"698","BMW 335i","2300000","2007 ","Tiptronic",BMW,335i
"699","Toyota Caldina",NA,"2002 ","Manual",Toyota,Caldina
"700","Honda Stream","1250000","2007 ","Automatic",Honda,Stream
"701","Honda CR-V",NA,"2014 ","Manual",Honda,CR-V
"702","Toyota Voxy zs GS","2720000","2011 ","Tiptronic",Toyota,Voxy zs GS
"703","Toyota Axio (2wd)",NA,"2014 ","Automatic",Toyota,Axio (2wd)
"704","Nissan Sunny B15",NA,"2003 ","Automatic",Nissan,Sunny B15
"705","Toyota Isis Platana","1350000","2008 ","Automatic",Toyota,Isis Platana
